Catalog Nbr,Section,Acad Group,Class Nbr,Subject,Course Title,Component,Days,Time,Location,Instructor,Units,Class Duration
 240,3,"Literature, Sci, and the Arts",10569,American Culture,Int Womn Gndr Stdy,Discussion,Wednesday,4-6PM,2448 MH,not available,4.00,Full Term
 240,4,"Literature, Sci, and the Arts",10570,American Culture,Int Womn Gndr Stdy,Discussion,Wednesday,4-6PM,2330 MH,not available,4.00,Full Term
 240,5,"Literature, Sci, and the Arts",10571,American Culture,Int Womn Gndr Stdy,Discussion,Wednesday,6-8PM,B124 MLB,not available,4.00,Full Term
 240,6,"Literature, Sci, and the Arts",18475,American Culture,Int Womn Gndr Stdy,Discussion,Thursday,8-10AM,1105 NQ,not available,4.00,Full Term
 240,7,"Literature, Sci, and the Arts",10572,American Culture,Int Womn Gndr Stdy,Discussion,Thursday,4-6PM,B124 MLB,not available,4.00,Full Term
 240,8,"Literature, Sci, and the Arts",10573,American Culture,Int Womn Gndr Stdy,Discussion,Friday,10-12PM,1359 MH,not available,4.00,Full Term
 240,9,"Literature, Sci, and the Arts",10574,American Culture,Int Womn Gndr Stdy,Discussion,Friday,10-12PM,2448 MH,not available,4.00,Full Term
 240,10,"Literature, Sci, and the Arts",10575,American Culture,Int Womn Gndr Stdy,Discussion,Friday,10-12PM,2022 STB,not available,4.00,Full Term
 240,11,"Literature, Sci, and the Arts",18476,American Culture,Int Womn Gndr Stdy,Discussion,Friday,12-2PM,3353 MH,not available,4.00,Full Term
 240,12,"Literature, Sci, and the Arts",21617,American Culture,Int Womn Gndr Stdy,Discussion,Friday,12-2PM,2336 MH,not available,4.00,Full Term
 240,13,"Literature, Sci, and the Arts",22002,American Culture,Int Womn Gndr Stdy,Discussion,Friday,12-2PM,1359 MH,not available,4.00,Full Term
 240,14,"Literature, Sci, and the Arts",33269,American Culture,Int Womn Gndr Stdy,Discussion,Wednesday,4-6PM,G239 LANE,Professor Stitt,4.00,Full Term
 244,1,"Literature, Sci, and the Arts",26948,American Culture,Am Cent Art1893-1968,Lecture,"Tuesday, Thursday",1130-1PM,G040 TISCH,Professor Zurier,3.00,Full Term
 277,1,"Literature, Sci, and the Arts",34653,American Culture,US-Korea Relations,Lecture,"Monday, Wednesday",1-230PM,3254 LSA,Professor Ryu,4.00,Full Term
 277,2,"Literature, Sci, and the Arts",34654,American Culture,US-Korea Relations,Discussion,Friday,11-12PM,3333 MH,not available,4.00,Full Term
 277,3,"Literature, Sci, and the Arts",34655,American Culture,US-Korea Relations,Discussion,Friday,12-1PM,3330 MH,not available,4.00,Full Term
 300,1,"Literature, Sci, and the Arts",24234,American Culture,AMCULT Practices,Lecture,"Monday, Wednesday",1-230PM,1339 MH,Professor Croft,3.00,Full Term
 301,2,"Literature, Sci, and the Arts",30639,American Culture,Topics Amer Culture,Lecture,"Monday, Wednesday",230-4PM,1339 MH,Professor Griffiths,2.00-4.00,Full Term
 301,3,"Literature, Sci, and the Arts",30651,American Culture,Topics Amer Culture,Lecture,"Tuesday, Thursday",1130-1PM,1700 HH,Professor Parker,2.00-4.00,Full Term
 301,7,"Literature, Sci, and the Arts",30809,American Culture,Topics Amer Culture,Lecture,"Tuesday, Thursday",4-530PM,1105 NQ,Professor Cable,2.00-4.00,Full Term
 301,10,"Literature, Sci, and the Arts",30806,American Culture,Topics Amer Culture,Lecture,"Monday, Wednesday",1130-1PM,1690 SPH1A,Professor Mandair,2.00-4.00,Full Term
 301,11,"Literature, Sci, and the Arts",30807,American Culture,Topics Amer Culture,Discussion,Friday,9-10AM,G311 DENT,not available,2.00-4.00,Full Term
 301,12,"Literature, Sci, and the Arts",30808,American Culture,Topics Amer Culture,Discussion,Friday,11-12PM,G160 AH,not available,2.00-4.00,Full Term
 304,1,"Literature, Sci, and the Arts",33373,American Culture,Amer Immigration,Lecture,"Tuesday, Thursday",4-530PM,AUD D AH,Professor Pedraza,4.00,Full Term
 304,2,"Literature, Sci, and the Arts",33804,American Culture,Amer Immigration,Discussion,Wednesday,3-4PM,2448 MH,not available,4.00,Full Term
 304,3,"Literature, Sci, and the Arts",33806,American Culture,Amer Immigration,Discussion,Wednesday,4-5PM,G160 AH,not available,4.00,Full Term
 304,4,"Literature, Sci, and the Arts",33808,American Culture,Amer Immigration,Discussion,Wednesday,5-6PM,G160 AH,not available,4.00,Full Term
 305,1,"Literature, Sci, and the Arts",31134,American Culture,APA Comm Serv&Learn,Lecture,Thursday,4-7PM,1512 EQ,"Professor Borja, Professor Hwang",3.00,Full Term
 310,1,"Literature, Sci, and the Arts",34231,American Culture,Top Ethnic Studies,Lecture,"Monday, Wednesday",230-4PM,3463 MH,Professor Kawar,3.00,Full Term
 310,2,"Literature, Sci, and the Arts",35858,American Culture,Top Ethnic Studies,Lecture,Thursday,4-530PM,B830 EQ,Professor Sanchez-Snell,3.00,Full Term
 311,3,"Literature, Sci, and the Arts",30164,American Culture,American Culture/HU,Lecture,"Monday, Wednesday",1130-1PM,G168 AH,Professor Anderson,3.00,Full Term
 311,7,"Literature, Sci, and the Arts",24421,American Culture,American Culture/HU,Lecture,Tuesday,10-1PM,KEENE AUD EQ,Professor Gordon-Gurfinkel,3.00,Full Term
 311,7,"Literature, Sci, and the Arts",24421,American Culture,American Culture/HU,Lecture,Tuesday,10-1PM,B423 EQ,not available,3.00,Full Term
 311,8,"Literature, Sci, and the Arts",36796,American Culture,American Culture/HU,Lecture,"Tuesday, Thursday",1130-1PM,268 WEISER,Professor Zeitlin-Wu,3.00,Full Term
 311,9,"Literature, Sci, and the Arts",37733,American Culture,American Culture/HU,Lecture,"Tuesday, Thursday",10-1130AM,to be determined,Professor Najita,3.00,Full Term
 313,1,"Literature, Sci, and the Arts",21779,American Culture,Cuba&its Diaspora,Lecture,Tuesday,1-4PM,G449 MH,Professor Behar,3.00,Full Term
 318,1,"Literature, Sci, and the Arts",29910,American Culture,Greek-American Cult,Lecture,"Tuesday, Thursday",230-4PM,1359 MH,Professor Leontis,3.00,Full Term
 321,1,"Literature, Sci, and the Arts",23382,American Culture,Detroit Initiative,Lab,"Tuesday, Thursday",1130-1PM,1005 WQ,Professor Carter,4.00,Full Term
 322,1,"Literature, Sci, and the Arts",23664,American Culture,Intermed Ojibwe I,Recitation,"Tuesday, Thursday",230-4PM,G228 AH,"Professor Pitawanakwat, Professor Gonyon",3.00,Full Term
 324,1,"Literature, Sci, and the Arts",29666,American Culture,Asian-Am Lit,Lecture,"Tuesday, Thursday",1-230PM,3333 MH,Professor Mendoza,3.00,Full Term
 333,1,"Literature, Sci, and the Arts",30324,American Culture,Green Indigeneity,Lecture,"Tuesday, Thursday",1-230PM,G168 AH,Professor Najita,3.00,Full Term
 352,1,"Literature, Sci, and the Arts",34262,American Culture,A/PIA Cultural Perf,Seminar,"Tuesday, Thursday",230-4PM,3463 MH,Professor Stillman,3.00,Full Term
 366,1,"Literature, Sci, and the Arts",33525,American Culture,Sexuality/US Pop Cul,Lecture,"Monday, Wednesday",230-4PM,1185 NQ,Professor Mora,3.00,Full Term
 366,2,"Literature, Sci, and the Arts",33527,American Culture,Sexuality/US Pop Cul,Lab,Wednesday,4-6PM,1175 NQ,Professor Mora,3.00,Full Term
 372,1,"Literature, Sci, and the Arts",30050,American Culture,Hula Creative Prac,Lecture,"Tuesday, Thursday",530-7PM,G040 TISCH,Professor Stillman,3.00,Full Term
 373,1,"Literature, Sci, and the Arts",27981,American Culture,U.S. West,Lecture,"Monday, Wednesday",1-230PM,AUD D AH,Professor Mora,4.00,Full Term
 373,2,"Literature, Sci, and the Arts",27983,American Culture,U.S. West,Discussion,Thursday,9-10AM,1175 NQ,not available,4.00,Full Term
 373,3,"Literature, Sci, and the Arts",27985,American Culture,U.S. West,Discussion,Thursday,10-11AM,1170 SPH2,not available,4.00,Full Term
 373,4,"Literature, Sci, and the Arts",27987,American Culture,U.S. West,Discussion,Thursday,2-3PM,2244 USB,not available,4.00,Full Term
 374,1,"Literature, Sci, and the Arts",25184,American Culture,Pol&Cult 1960's,Lecture,"Monday, Wednesday",1-230PM,2420 CCCB,Professor Berrey,4.00,Full Term
 374,2,"Literature, Sci, and the Arts",25185,American Culture,Pol&Cult 1960's,Discussion,Wednesday,4-5PM,2110 MLB,Professor Berrey,4.00,Full Term
 374,3,"Literature, Sci, and the Arts",25186,American Culture,Pol&Cult 1960's,Discussion,Thursday,4-5PM,2050 SKB,not available,4.00,Full Term
 374,4,"Literature, Sci, and the Arts",25187,American Culture,Pol&Cult 1960's,Discussion,Thursday,5-6PM,G463 MH,not available,4.00,Full Term
 374,5,"Literature, Sci, and the Arts",25188,American Culture,Pol&Cult 1960's,Discussion,Thursday,6-7PM,G144 AH,not available,4.00,Full Term
 374,6,"Literature, Sci, and the Arts",25189,American Culture,Pol&Cult 1960's,Discussion,Friday,9-10AM,1512 EQ,not available,4.00,Full Term
 374,7,"Literature, Sci, and the Arts",25190,American Culture,Pol&Cult 1960's,Discussion,Friday,10-11AM,3207 LSA,not available,4.00,Full Term
 374,8,"Literature, Sci, and the Arts",34543,American Culture,Pol&Cult 1960's,Discussion,Friday,12-1PM,1303 MH,Professor Berrey,4.00,Full Term
 374,9,"Literature, Sci, and the Arts",34545,American Culture,Pol&Cult 1960's,Discussion,Friday,1-2PM,3096 EH,not available,4.00,Full Term
 374,10,"Literature, Sci, and the Arts",34546,American Culture,Pol&Cult 1960's,Discussion,Friday,2-3PM,G463 MH,not available,4.00,Full Term
 374,11,"Literature, Sci, and the Arts",34547,American Culture,Pol&Cult 1960's,Discussion,Friday,4-5PM,2347 MH,not available,4.00,Full Term
 376,1,"Literature, Sci, and the Arts",34267,American Culture,Caribbean Lit,Lecture,"Tuesday, Thursday",1-230PM,3437 MH,Professor Nair,3.00,Full Term
 381,1,"Literature, Sci, and the Arts",34242,American Culture,Latinas/os and Media,Lecture,"Tuesday, Thursday",1-230PM,1436 MH,Professor Gunckel,3.00,Full Term
 381,2,"Literature, Sci, and the Arts",34243,American Culture,Latinas/os and Media,Lab,Tuesday,4-6PM,1339 MH,Professor Gunckel,3.00,Full Term
 387,1,"Literature, Sci, and the Arts",27990,American Culture,Hist American Jews,Lecture,"Monday, Wednesday",10-1130AM,3330 MH,Professor Goldman,4.00,Full Term
 387,2,"Literature, Sci, and the Arts",27992,American Culture,Hist American Jews,Discussion,Wednesday,12-1PM,1105 NQ,not available,4.00,Full Term
 387,3,"Literature, Sci, and the Arts",27994,American Culture,Hist American Jews,Discussion,Wednesday,2-3PM,3752 SSWB,not available,4.00,Full Term
 388,1,"Literature, Sci, and the Arts",10576,American Culture,Field Study,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 389,1,"Literature, Sci, and the Arts",10577,American Culture,Reading Amer Cult,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 404,1,"Literature, Sci, and the Arts",34261,American Culture,Latina/o Americans,Seminar,"Tuesday, Thursday",230-4PM,G127 AH,Professor Pedraza,3.00,Full Term
 405,1,"Literature, Sci, and the Arts",30766,American Culture,Topics Amer Culture,Seminar,"Monday, Wednesday",10-1130AM,G040 TISCH,Professor Fletcher,3.00,Full Term
 405,2,"Literature, Sci, and the Arts",31332,American Culture,Topics Amer Culture,Seminar,Friday,9-12PM,G463 MH,Professor Borja,3.00,Full Term
 405,3,"Literature, Sci, and the Arts",32536,American Culture,Topics Amer Culture,Seminar,Monday,10-1PM,1105 NQ,Professor Solomon,3.00,Full Term
 405,4,"Literature, Sci, and the Arts",35051,American Culture,Topics Amer Culture,Seminar,"Tuesday, Thursday",1-230PM,1401 MH,Professor Zaborowska,3.00,Full Term
 405,5,"Literature, Sci, and the Arts",35545,American Culture,Topics Amer Culture,Seminar,"Monday, Wednesday",1-230PM,270 TAP,Professor Zurier,3.00,Full Term
 426,1,"Literature, Sci, and the Arts",33273,American Culture,Violence & Decoloniz,Seminar,Tuesday,4-7PM,G449 MH,Professor Al-Rustom,3.00,Full Term
 493,1,"Literature, Sci, and the Arts",10578,American Culture,Honors Read&Thesis,Individual Instruction,not available,unknown,to be determined,not available,3.00,Full Term
 493,6,"Literature, Sci, and the Arts",37502,American Culture,Honors Read&Thesis,Individual Instruction,not available,unknown,to be determined,Professor La Fountain-Stokes,3.00,Full Term
 493,72,"Literature, Sci, and the Arts",37501,American Culture,Honors Read&Thesis,Individual Instruction,not available,unknown,to be determined,Professor Larson,3.00,Full Term
 498,1,"Literature, Sci, and the Arts",26839,American Culture,Capstone Sem Am Cult,Seminar,Tuesday,4-7PM,G437 MH,Professor Larson,4.00,Full Term
 498,2,"Literature, Sci, and the Arts",26552,American Culture,Capstone Sem Am Cult,Seminar,"Tuesday, Thursday",530-7PM,G634 HH,Professor Adhikari,4.00,Full Term
 498,3,"Literature, Sci, and the Arts",30217,American Culture,Capstone Sem Am Cult,Seminar,"Tuesday, Thursday",10-1130AM,G449 MH,Professor Hughes,4.00,Full Term
 601,1,"Literature, Sci, and the Arts",30220,American Culture,Topics Amer Stds,Lecture,Tuesday,2-5PM,1138 SPH2,Professor Abdul Khabeer,3.00,Full Term
 601,2,"Literature, Sci, and the Arts",35681,American Culture,Topics Amer Stds,Lecture,Thursday,9-12PM,3315 MH,Professor Mendoza,3.00,Full Term
 601,3,"Literature, Sci, and the Arts",30767,American Culture,Topics Amer Stds,Lecture,Monday,10-1PM,1105 NQ,Professor Solomon,3.00,Full Term
 601,5,"Literature, Sci, and the Arts",31374,American Culture,Topics Amer Stds,Lecture,"Monday, Wednesday",1-230PM,270 TAP,Professor Zurier,3.00,Full Term
 610,1,"Literature, Sci, and the Arts",34490,American Culture,Dig Studies Seminar,Seminar,Monday,4-7PM,to be determined,Professor Williams,3.00,Full Term
 610,2,"Literature, Sci, and the Arts",35798,American Culture,Dig Studies Seminar,Seminar,"Monday, Wednesday",4-530PM,3401 MH,Professor Adelman,3.00,Full Term
 697,1,"Literature, Sci, and the Arts",24236,American Culture,Approaches Am Cult,Seminar,Monday,4-7PM,2401 MH,Professor Fletcher,3.00,Full Term
 828,1,"Literature, Sci, and the Arts",23274,American Culture,Amcult Pedagogy,Seminar,Monday,4-6PM,3315 MH,Professor Croft,2.00,Full Term
 899,1,"Literature, Sci, and the Arts",16047,American Culture,Special Research,Individual Instruction,not available,unknown,to be determined,not available,1.00-6.00,Full Term
 990,1,"Literature, Sci, and the Arts",10579,American Culture,Diss-Precand,Individual Instruction,not available,unknown,to be determined,not available,1.00-8.00,Full Term
 995,1,"Literature, Sci, and the Arts",16440,American Culture,Diss-Cand,Individual Instruction,not available,unknown,to be determined,not available,8.00,Full Term
 995,6,"Literature, Sci, and the Arts",37616,American Culture,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor La Fountain-Stokes,8.00,Full Term
 995,8,"Literature, Sci, and the Arts",37690,American Culture,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Borja,8.00,Full Term
 995,40,"Literature, Sci, and the Arts",38236,American Culture,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Cheney-Lippold,8.00,Full Term
 214,1,"Literature, Sci, and the Arts",24249,Asian Pacific Island American Studies,Asian/Pacif Amer St,Lecture,"Tuesday, Thursday",4-530PM,AUD B AH,Professor Park,4.00,Full Term
 214,2,"Literature, Sci, and the Arts",25238,Asian Pacific Island American Studies,Asian/Pacif Amer St,Discussion,Friday,9-10AM,171 LORCH,not available,4.00,Full Term
 214,3,"Literature, Sci, and the Arts",25203,Asian Pacific Island American Studies,Asian/Pacif Amer St,Discussion,Friday,10-11AM,B834 EQ,not available,4.00,Full Term
 214,4,"Literature, Sci, and the Arts",25204,Asian Pacific Island American Studies,Asian/Pacif Amer St,Discussion,Friday,11-12PM,1508 EQ,not available,4.00,Full Term
 214,5,"Literature, Sci, and the Arts",26542,Asian Pacific Island American Studies,Asian/Pacif Amer St,Discussion,Friday,12-1PM,1511 EQ,not available,4.00,Full Term
 214,6,"Literature, Sci, and the Arts",26543,Asian Pacific Island American Studies,Asian/Pacif Amer St,Discussion,Friday,2-3PM,4088 EH,not available,4.00,Full Term
 214,7,"Literature, Sci, and the Arts",26544,Asian Pacific Island American Studies,Asian/Pacif Amer St,Discussion,Friday,3-4PM,G144 AH,not available,4.00,Full Term
 305,1,"Literature, Sci, and the Arts",31140,Asian Pacific Island American Studies,APA Comm Serv&Learn,Lecture,Thursday,4-7PM,1512 EQ,"Professor Borja, Professor Hwang",3.00,Full Term
 324,1,"Literature, Sci, and the Arts",29667,Asian Pacific Island American Studies,Asian-Am Lit,Lecture,"Tuesday, Thursday",1-230PM,3333 MH,Professor Mendoza,3.00,Full Term
 333,1,"Literature, Sci, and the Arts",30408,Asian Pacific Island American Studies,Green Indigeneity,Lecture,"Tuesday, Thursday",1-230PM,G168 AH,Professor Najita,3.00,Full Term
 352,1,"Literature, Sci, and the Arts",34278,Asian Pacific Island American Studies,A/PIA Cultural Perf,Seminar,"Tuesday, Thursday",230-4PM,3463 MH,Professor Stillman,3.00,Full Term
 372,1,"Literature, Sci, and the Arts",30100,Asian Pacific Island American Studies,Hula Creative Prac,Lecture,"Tuesday, Thursday",530-7PM,G040 TISCH,Professor Stillman,3.00,Full Term
 388,1,"Literature, Sci, and the Arts",23703,Asian Pacific Island American Studies,Field Study,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 389,1,"Literature, Sci, and the Arts",22896,Asian Pacific Island American Studies,Reading A/PIA Std,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 213,1,"Literature, Sci, and the Arts",24248,Latina/o American Studies,Intro Latina/o Study,Lecture,"Tuesday, Thursday",230-4PM,1200 CHEM,Professor La Fountain-Stokes,4.00,Full Term
 213,2,"Literature, Sci, and the Arts",24300,Latina/o American Studies,Intro Latina/o Study,Discussion,Friday,10-11AM,2175 NQ,not available,4.00,Full Term
 213,3,"Literature, Sci, and the Arts",24301,Latina/o American Studies,Intro Latina/o Study,Discussion,Friday,11-12PM,4088 EH,not available,4.00,Full Term
 213,4,"Literature, Sci, and the Arts",24302,Latina/o American Studies,Intro Latina/o Study,Discussion,Friday,12-1PM,1507 EQ,not available,4.00,Full Term
 224,1,"Literature, Sci, and the Arts",28563,Latina/o American Studies,Span Herit Lang,Recitation,"Monday, Wednesday, Friday",12-1PM,G228 AH,Professor Calixto,3.00,Full Term
 301,1,"Literature, Sci, and the Arts",25192,Latina/o American Studies,Topics Latina/o Stds,Lecture,Thursday,4-530PM,B830 EQ,Professor Sanchez-Snell,3.00,Full Term
